No;Province;Total;Died;Lost ;Injured;Suffering;Evacuate;House;School;Medical_Facility;Religious_Place;Public_Facility;Office;Bridge;Factory;Store;Year;Type;Month;Disaster
65; Kalimantan Utara;3;0;0;0;0;0;920;0;0;0;0;0;0;0;0;2022;101;5;Flood
71; Sulawesi Utara;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;5;Flood
16; Sumatera Selatan;5;0;0;0;2;0;0;0;0;0;2;0;0;0;0;2022;102;5;Land_Slide
33; Jawa Tengah;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;5;Land_Slide
35; Jawa Timur;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;5;Land_Slide
64; Kalimantan Timur;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;5;Land_Slide
65; Kalimantan Utara;1;0;0;0;0;19;3;0;0;0;0;0;0;0;0;2022;102;5;Land_Slide
71; Sulawesi Utara;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2022;102;5;Land_Slide
73; Sulawesi Selatan;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;5;Land_Slide
12; Sumatera Utara;1;0;0;0;45072;0;0;0;0;0;0;0;0;0;0;2022;104;5;Abration
18; Lampung;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2022;104;5;Abration
33; Jawa Tengah;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;104;5;Abration
11; Aceh;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;105;5;Tornado
12; Sumatera Utara;7;0;0;0;3358;0;719;0;0;0;7;0;0;0;0;2022;105;5;Tornado
13; Sumatera Barat;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;105;5;Tornado
16; Sumatera Selatan;5;0;0;1;4;0;33;0;0;0;0;0;0;0;0;2022;105;5;Tornado
19; Bangka Belitung;5;0;0;0;4;0;1;0;0;0;0;0;0;0;0;2022;105;5;Tornado
21; Kepulauan Riau;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2022;105;5;Tornado
33; Jawa Tengah;19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2022;105;5;Tornado
35; Jawa Timur;4;0;0;0;0;0;9;0;0;0;0;0;0;0;0;2022;105;5;Tornado
12; Sumatera Utara;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;5;Forest Fire
16; Sumatera Selatan;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;5;Forest Fire
19; Bangka Belitung;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;5;Forest Fire
33; Jawa Tengah;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;5;Forest Fire
35; Jawa Timur;3;0;0;0;0;0;2;0;0;0;0;0;0;1;0;2022;107;5;Forest Fire
64; Kalimantan Timur;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;5;Forest Fire
65; Kalimantan Utara;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;5;Forest Fire
72; Sulawesi Tengah;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;5;Forest Fire
35; Jawa Timur;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;108;5;Earthquake
12; Sumatera Utara;3;0;0;0;854;15;0;0;0;0;0;0;0;0;0;2022;101;6;Flood
16; Sumatera Selatan;5;0;0;0;304;0;1;2;0;0;0;1;0;0;2;2022;101;6;Flood
19; Bangka Belitung;3;0;0;0;840;0;0;0;0;0;0;0;0;0;0;2022;101;6;Flood
32; Jawa Barat;2;0;0;3;0;0;0;1;0;0;1;0;0;0;0;2022;101;6;Flood
33; Jawa Tengah;14;0;0;0;0;0;13;0;0;0;0;0;0;0;0;2022;101;6;Flood
35; Jawa Timur;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;6;Flood
62; Kalimantan Tengah;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;6;Flood
71; Sulawesi Utara;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;6;Flood
74; Sulawesi Tenggara;14;0;0;0;5;81;10;0;0;0;0;0;0;0;0;2022;101;6;Flood
12; Sumatera Utara;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;6;Land_Slide
13; Sumatera Barat;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;6;Land_Slide
16; Sumatera Selatan;5;0;0;0;4;0;4;0;0;0;1;0;1;0;0;2022;102;6;Land_Slide
19; Bangka Belitung;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;6;Land_Slide
32; Jawa Barat;1;1;1;3;0;175;20;0;0;0;0;0;2;0;0;2022;102;6;Land_Slide
33; Jawa Tengah;34;0;0;0;0;10;10;0;0;1;1;0;0;0;0;2022;102;6;Land_Slide
71; Sulawesi Utara;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2022;102;6;Land_Slide
13; Sumatera Barat;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;105;6;Tornado
16; Sumatera Selatan;2;0;0;0;0;0;35;0;0;0;0;0;0;0;0;2022;105;6;Tornado
33; Jawa Tengah;14;0;0;0;0;0;38;0;0;0;0;0;0;0;0;2022;105;6;Tornado
35; Jawa Timur;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2022;105;6;Tornado
12; Sumatera Utara;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;6;Forest Fire
16; Sumatera Selatan;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;6;Forest Fire
33; Jawa Tengah;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;6;Forest Fire
65; Kalimantan Utara;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;6;Forest Fire
16; Sumatera Selatan;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;7;Flood
18; Lampung;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;7;Flood
19; Bangka Belitung;2;0;0;0;300;0;0;0;0;0;0;0;0;0;0;2022;101;7;Flood
33; Jawa Tengah;4;0;0;0;0;0;50;1;0;0;0;1;0;0;0;2022;101;7;Flood
35; Jawa Timur;2;0;0;0;0;606;0;0;0;0;0;0;0;0;0;2022;101;7;Flood
72; Sulawesi Tengah;11;0;0;0;0;0;15;0;0;0;0;0;0;0;0;2022;101;7;Flood
94; Papua;1;0;0;0;0;288;288;0;0;0;0;0;0;0;0;2022;101;7;Flood
16; Sumatera Selatan;5;0;0;4;81;16;2;0;0;0;3;0;0;1;0;2022;102;7;Land_Slide
32; Jawa Barat;6;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2022;102;7;Land_Slide
33; Jawa Tengah;10;0;0;0;0;0;3;0;0;0;6;0;0;0;0;2022;102;7;Land_Slide
33; Jawa Tengah;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;103;7;Flood and Land Slide
12; Sumatera Utara;3;0;0;0;40;0;10;0;0;0;0;0;0;0;0;2022;105;7;Tornado
13; Sumatera Barat;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;105;7;Tornado
16; Sumatera Selatan;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2022;105;7;Tornado
19; Bangka Belitung;2;0;0;0;30;0;9;0;0;0;0;0;0;0;0;2022;105;7;Tornado
33; Jawa Tengah;7;0;0;0;0;0;5;0;0;0;0;0;0;1;0;2022;105;7;Tornado
35; Jawa Timur;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2022;105;7;Tornado
71; Sulawesi Utara;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2022;105;7;Tornado
94; Papua;1;4;0;0;6;2740;0;0;0;0;0;0;0;0;0;2022;106;7;Drought
12; Sumatera Utara;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;7;Forest Fire
16; Sumatera Selatan;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;7;Forest Fire
18; Lampung;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;7;Forest Fire
33; Jawa Tengah;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;7;Forest Fire
35; Jawa Timur;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;7;Forest Fire
64; Kalimantan Timur;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;7;Forest Fire
72; Sulawesi Tengah;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;7;Forest Fire
11; Aceh;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;8;Flood
12; Sumatera Utara;4;0;0;0;6055;20;0;3;0;0;0;0;0;0;0;2022;101;8;Flood
16; Sumatera Selatan;3;0;0;0;188;0;0;0;0;0;0;0;0;0;0;2022;101;8;Flood
18; Lampung;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;8;Flood
33; Jawa Tengah;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;8;Flood
65; Kalimantan Utara;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;8;Flood
12; Sumatera Utara;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;8;Land_Slide
13; Sumatera Barat;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;8;Land_Slide
16; Sumatera Selatan;4;0;0;0;0;0;2;0;0;0;1;0;0;0;0;2022;102;8;Land_Slide
18; Lampung;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2022;102;8;Land_Slide
33; Jawa Tengah;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;8;Land_Slide
71; Sulawesi Utara;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2022;102;8;Land_Slide
33; Jawa Tengah;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;103;8;Flood and Land Slide
33; Jawa Tengah;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;104;8;Abration
35; Jawa Timur;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;104;8;Abration
13; Sumatera Barat;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;105;8;Tornado
16; Sumatera Selatan;4;0;0;0;0;42;118;0;0;1;0;1;0;0;0;2022;105;8;Tornado
33; Jawa Tengah;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2022;105;8;Tornado
35; Jawa Timur;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2022;105;8;Tornado
71; Sulawesi Utara;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;105;8;Tornado
33; Jawa Tengah;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;106;8;Drought
35; Jawa Timur;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;106;8;Drought
11; Aceh;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;8;Forest Fire
12; Sumatera Utara;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;8;Forest Fire
16; Sumatera Selatan;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;8;Forest Fire
18; Lampung;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;8;Forest Fire
33; Jawa Tengah;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;8;Forest Fire
35; Jawa Timur;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;8;Forest Fire
61; Kalimantan Barat;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;8;Forest Fire
65; Kalimantan Utara;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;8;Forest Fire
18; Lampung;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2022;108;8;Earthquake
32; Jawa Barat;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;111;8;Volcano Eruption
12; Sumatera Utara;3;0;0;0;1410;0;0;0;0;0;0;0;0;0;0;2022;101;9;Flood
15; Jambi;1;0;0;0;26;26;0;0;0;0;0;0;0;0;0;2022;101;9;Flood
16; Sumatera Selatan;6;2;0;0;346;0;0;0;0;0;0;0;0;0;0;2022;101;9;Flood
18; Lampung;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2022;101;9;Flood
33; Jawa Tengah;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;9;Flood
35; Jawa Timur;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;9;Flood
72; Sulawesi Tengah;10;0;0;1;0;0;164;0;0;0;2;0;1;0;0;2022;101;9;Flood
12; Sumatera Utara;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;9;Land_Slide
15; Jambi;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;2022;102;9;Land_Slide
16; Sumatera Selatan;2;0;0;0;0;2;0;0;0;0;0;0;1;0;0;2022;102;9;Land_Slide
32; Jawa Barat;5;0;0;0;0;0;10;0;0;0;0;0;0;0;0;2022;102;9;Land_Slide
33; Jawa Tengah;33;0;0;0;0;0;13;0;0;2;4;0;2;0;0;2022;102;9;Land_Slide
71; Sulawesi Utara;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;102;9;Land_Slide
35; Jawa Timur;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;104;9;Abration
12; Sumatera Utara;1;0;0;0;10;0;2;0;0;0;0;0;0;0;0;2022;105;9;Tornado
16; Sumatera Selatan;5;0;0;0;0;6;28;0;0;0;0;0;0;0;0;2022;105;9;Tornado
19; Bangka Belitung;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;2022;105;9;Tornado
33; Jawa Tengah;10;0;0;0;0;0;34;0;0;0;0;0;0;0;0;2022;105;9;Tornado
35; Jawa Timur;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;105;9;Tornado
71; Sulawesi Utara;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2022;105;9;Tornado
72; Sulawesi Tengah;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;105;9;Tornado
33; Jawa Tengah;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;106;9;Drought
35; Jawa Timur;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;106;9;Drought
12; Sumatera Utara;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;9;Forest Fire
16; Sumatera Selatan;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;9;Forest Fire
35; Jawa Timur;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;9;Forest Fire
18; Lampung;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;108;9;Earthquake
73; Sulawesi Selatan;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2022;108;9;Earthquake
94; Papua;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;2022;108;9;Earthquake
15; Jambi;1;0;0;0;680;0;0;0;0;0;0;0;1;0;0;2022;101;10;Flood
16; Sumatera Selatan;3;0;0;0;264;21;0;0;0;0;0;0;0;0;0;2022;101;10;Flood
18; Lampung;5;0;0;1;0;0;3;4;0;0;2;0;0;0;0;2022;101;10;Flood
32; Jawa Barat;3;0;0;0;42;0;2;0;0;0;1;0;0;0;0;2022;101;10;Flood
33; Jawa Tengah;21;2;0;0;0;72;132;2;0;0;0;0;0;0;0;2022;101;10;Flood
35; Jawa Timur;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;10;Flood
52; Nusa Tenggara Barat;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;10;Flood
72; Sulawesi Tengah;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2022;101;10;Flood
16; Sumatera Selatan;6;0;0;0;15;12;3;0;0;0;0;0;1;0;0;2022;102;10;Land_Slide
32; Jawa Barat;8;0;0;0;10;0;0;0;0;0;0;0;0;0;0;2022;102;10;Land_Slide
33; Jawa Tengah;42;0;0;0;0;0;63;2;0;0;3;0;1;0;0;2022;102;10;Land_Slide
16; Sumatera Selatan;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2022;103;10;Flood and Land Slide
33; Jawa Tengah;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;103;10;Flood and Land Slide
16; Sumatera Selatan;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2022;105;10;Tornado
33; Jawa Tengah;18;0;0;1;0;0;19;0;0;0;1;1;0;0;0;2022;105;10;Tornado
35; Jawa Timur;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2022;105;10;Tornado
52; Nusa Tenggara Barat;1;0;0;0;0;10;10;0;0;0;0;0;0;0;0;2022;105;10;Tornado
12; Sumatera Utara;1;0;0;0;0;0;1323;33;17;71;0;25;9;0;0;2022;108;10;Earthquake
