No;City;Total;Died;Lost ;Injured;Suffering;Evacuate;House;School;Medical_Facility;Religious_Place;Public_Facility;Office;Bridge;Factory;Store;Year;Type;Disaster
71; Kota Mataram;2;;;13;127;;2;;;;;1;;;3;2019;105;Tornado
72; Kota Bima;2;;;;5;;1;;;;;;;;11;2019;105;Tornado
1; Lombok Barat;1;;;;64985;;;;;;;;;;;2019;106;Drought
2; Lombok Tengah;1;;;;273967;;;;;;;;;;;2019;106;Drought
3; Lombok Timur;1;;;;128848;;;;;;;;;;;2019;106;Drought
4; Sumbawa;1;;;;80765;;;;;;;;;;;2019;106;Drought
5; Dompu;1;;;;48717;;;;;;;;;;;2019;106;Drought
6; Bima;1;;;;20918;;;;;;;;;;;2019;106;Drought
7; Sumbawa Barat;1;;;;10868;;;;;;;;;;;2019;106;Drought
8; Lombok Utara;1;;;;28136;;;;;;;;;;;2019;106;Drought
72; Kota Bima;1;;;;17597;;;;;;;;;;;2019;106;Drought
3; Lombok Timur;2;;;;61;;;;;;;;;;;2019;107;Forest Fire
5; Dompu;1;;;;;;;;;;;;;;;2019;107;Forest Fire
8; Lombok Utara;1;;;;;;;;;;;;;;;2019;107;Forest Fire
3; Lombok Timur;1;4;;40;25416;;4589;;50;3;;3;;;;2019;108;Earthquake
4; Sumbawa;1;;;;;;1;;;1;;;;;;2019;108;Earthquake
8; Lombok Utara;1;;;37;;;;;;;;;;;;2019;108;Earthquake
1; Lombok Barat;4;;;;1771;;4;1;;;;;;;;2020;101;Flood
2; Lombok Tengah;2;;;2;4491;;10;1;;;;;1;;;2020;101;Flood
3; Lombok Timur;4;;;1;8631;;6;3;1;1;;;1;;;2020;101;Flood
4; Sumbawa;7;3;;;3688;;;1;;;;1;;;;2020;101;Flood
5; Dompu;3;;;;1024;;;;;;;;;;;2020;101;Flood
6; Bima;6;;;1;2322;;1;2;;;;1;3;;;2020;101;Flood
7; Sumbawa Barat;5;;;;701;;5;;;;;;;;;2020;101;Flood
8; Lombok Utara;3;;;;8;;1;;;;;;2;;;2020;101;Flood
71; Kota Mataram;3;;;;2643;;;;;;;;;;;2020;101;Flood
72; Kota Bima;3;;;;661;;;;;;;;;;;2020;101;Flood
3; Lombok Timur;1;;;;4;;1;;;;;;;;;2020;102;Land_Slide
4; Sumbawa;2;;;2;5;;3;;;;;;;;;2020;102;Land_Slide
5; Dompu;2;;;;;;1;;;;;;1;;;2020;102;Land_Slide
72; Kota Bima;2;;;;;;2;;;;;;;;;2020;102;Land_Slide
3; Lombok Timur;1;;;;;;;;;;;;;;;2020;103;Flood and Land Slide
72; Kota Bima;1;;;;60;;2;;;;;;;;;2020;103;Flood and Land Slide
1; Lombok Barat;1;;;;188;;49;;;;;;;;;2020;105;Tornado
2; Lombok Tengah;3;;;;8;;23;;;1;;;;;;2020;105;Tornado
3; Lombok Timur;4;;;;324;;89;;;;;;;;;2020;105;Tornado
4; Sumbawa;4;;;3;478;;113;1;1;3;;1;;;;2020;105;Tornado
5; Dompu;8;;;16;364;;93;;;;;;;;;2020;105;Tornado
6; Bima;3;;;;132;;33;;;;;;;;;2020;105;Tornado
7; Sumbawa Barat;2;;;;60;;15;;;;;;;;;2020;105;Tornado
71; Kota Mataram;2;;;;144;;35;;;;;;;;;2020;105;Tornado
72; Kota Bima;1;;;;;;8;;;;;;;;;2020;105;Tornado
1; Lombok Barat;1;;;;32255;;;;;;;;;;;2020;106;Drought
2; Lombok Tengah;1;;;;273622;;;;;;;;;;;2020;106;Drought
3; Lombok Timur;1;;;;203571;;;;;;;;;;;2020;106;Drought
4; Sumbawa;1;;;;80765;;;;;;;;;;;2020;106;Drought
5; Dompu;1;;;;51577;;;;;;;;;;;2020;106;Drought
6; Bima;1;;;;39175;;;;;;;;;;;2020;106;Drought
7; Sumbawa Barat;1;;;;10302;;;;;;;;;;;2020;106;Drought
8; Lombok Utara;1;;;;26036;;;;;;;;;;;2020;106;Drought
72; Kota Bima;1;;;;25354;;;;;;;;;;;2020;106;Drought
3; Lombok Timur;2;;;;;;;;;;;;;;;2020;107;Forest Fire
8; Lombok Utara;1;;;;;;;;;;;;;;;2020;107;Forest Fire
4; Sumbawa;1;;;;;;;;;;;;;;;2020;108;Earthquake
5; Dompu;1;;;;;;;1;;;;;;;;2020;108;Earthquake
1; Lombok Barat;4;;;;26095;430;;;;;;;;;;2021;101;Flood
2; Lombok Tengah;4;;;;7690;;;;;;;;;;;2021;101;Flood
3; Lombok Timur;4;;;;1139;;1;;;;;;;;;2021;101;Flood
4; Sumbawa;8;1;1;;14707;;2;;;;;;6;;;2021;101;Flood
5; Dompu;11;;;;21626;360;71;;;1;;;1;;;2021;101;Flood
6; Bima;7;5;;;33708;1620;5710;49;29;25;;30;15;;;2021;101;Flood
8; Lombok Utara;1;;;;77;;;;;;;;;;;2021;101;Flood
71; Kota Mataram;1;;;;8;;;;;;;;;;;2021;101;Flood
72; Kota Bima;6;1;;;4380;;;;;;;;;;;2021;101;Flood
3; Lombok Timur;1;;;;;;2;;;;;;;;;2021;102;Land_Slide
71; Kota Mataram;1;;;;60;;1;;;;;;;;;2021;103;Flood and Land Slide
1; Lombok Barat;1;;;;339;;24;;;;;;;;;2021;105;Tornado
2; Lombok Tengah;1;;;;5;;1;1;;;;;;;;2021;105;Tornado
3; Lombok Timur;1;;;1;250;;50;;;;;;;;;2021;105;Tornado
4; Sumbawa;2;;;;10;;7;;;;;;;;;2021;105;Tornado
5; Dompu;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;Flood
5; Dompu;1;0;0;0;0;10;10;0;0;0;0;0;0;0;0;2022;105;Tornado
1; Lombok Barat;1;;;;;75;;;;;;;;;;2019;101;Flood
2; Lombok Tengah;2;;;;248;;;;;;;;;;;2019;101;Flood
4; Sumbawa;2;;;;145;;;;;;;;;;;2019;101;Flood
5; Dompu;2;;;;3105;3140;3;;;;;;;;;2019;101;Flood
6; Bima;4;;;;1550;;265;4;;;;3;1;;;2019;101;Flood
7; Sumbawa Barat;4;;;;825;;;;;;;;1;;;2019;101;Flood
8; Lombok Utara;1;;;;158;;;;;;;;;;;2019;101;Flood
72; Kota Bima;3;;;;5820;;;;;;;;;;;2019;101;Flood
1; Lombok Barat;1;;;;262;;;;;;;;;;;2019;105;Tornado
2; Lombok Tengah;3;;;2;;;60;;;;;;;;;2019;105;Tornado
3; Lombok Timur;2;;;;;16;16;1;;1;;;;;;2019;105;Tornado
4; Sumbawa;3;;;1;230;;64;4;;1;;;;;;2019;105;Tornado
5; Dompu;1;;;3;1100;;220;;;;;;;;;2019;105;Tornado
6; Bima;1;;;;;;10;;;;;;;;;2019;105;Tornado
7; Sumbawa Barat;5;;;;;;87;1;;;;;;;;2019;105;Tornado
8; Lombok Utara;2;;;;;;8;2;;;;;;;;2019;105;Tornado
71; Kota Mataram;2;;;13;127;;2;;;;;1;;;3;2019;105;Tornado
72; Kota Bima;2;;;;5;;1;;;;;;;;11;2019;105;Tornado
1; Lombok Barat;1;;;;64985;;;;;;;;;;;2019;106;Drought
2; Lombok Tengah;1;;;;273967;;;;;;;;;;;2019;106;Drought
3; Lombok Timur;1;;;;128848;;;;;;;;;;;2019;106;Drought
4; Sumbawa;1;;;;80765;;;;;;;;;;;2019;106;Drought
5; Dompu;1;;;;48717;;;;;;;;;;;2019;106;Drought
6; Bima;1;;;;20918;;;;;;;;;;;2019;106;Drought
7; Sumbawa Barat;1;;;;10868;;;;;;;;;;;2019;106;Drought
8; Lombok Utara;1;;;;28136;;;;;;;;;;;2019;106;Drought
72; Kota Bima;1;;;;17597;;;;;;;;;;;2019;106;Drought
3; Lombok Timur;2;;;;61;;;;;;;;;;;2019;107;Forest Fire
5; Dompu;1;;;;;;;;;;;;;;;2019;107;Forest Fire
8; Lombok Utara;1;;;;;;;;;;;;;;;2019;107;Forest Fire
3; Lombok Timur;1;4;;40;25416;;4589;;50;3;;3;;;;2019;108;Earthquake
4; Sumbawa;1;;;;;;1;;;1;;;;;;2019;108;Earthquake
8; Lombok Utara;1;;;37;;;;;;;;;;;;2019;108;Earthquake
1; Lombok Barat;4;;;;1771;;4;1;;;;;;;;2020;101;Flood
2; Lombok Tengah;2;;;2;4491;;10;1;;;;;1;;;2020;101;Flood
3; Lombok Timur;4;;;1;8631;;6;3;1;1;;;1;;;2020;101;Flood
4; Sumbawa;7;3;;;3688;;;1;;;;1;;;;2020;101;Flood
5; Dompu;3;;;;1024;;;;;;;;;;;2020;101;Flood
6; Bima;6;;;1;2322;;1;2;;;;1;3;;;2020;101;Flood
7; Sumbawa Barat;5;;;;701;;5;;;;;;;;;2020;101;Flood
8; Lombok Utara;3;;;;8;;1;;;;;;2;;;2020;101;Flood
71; Kota Mataram;3;;;;2643;;;;;;;;;;;2020;101;Flood
72; Kota Bima;3;;;;661;;;;;;;;;;;2020;101;Flood
3; Lombok Timur;1;;;;4;;1;;;;;;;;;2020;102;Land_Slide
4; Sumbawa;2;;;2;5;;3;;;;;;;;;2020;102;Land_Slide
5; Dompu;2;;;;;;1;;;;;;1;;;2020;102;Land_Slide
72; Kota Bima;2;;;;;;2;;;;;;;;;2020;102;Land_Slide
3; Lombok Timur;1;;;;;;;;;;;;;;;2020;103;Flood and Land Slide
72; Kota Bima;1;;;;60;;2;;;;;;;;;2020;103;Flood and Land Slide
1; Lombok Barat;1;;;;188;;49;;;;;;;;;2020;105;Tornado
2; Lombok Tengah;3;;;;8;;23;;;1;;;;;;2020;105;Tornado
3; Lombok Timur;4;;;;324;;89;;;;;;;;;2020;105;Tornado
4; Sumbawa;4;;;3;478;;113;1;1;3;;1;;;;2020;105;Tornado
5; Dompu;8;;;16;364;;93;;;;;;;;;2020;105;Tornado
6; Bima;3;;;;132;;33;;;;;;;;;2020;105;Tornado
7; Sumbawa Barat;2;;;;60;;15;;;;;;;;;2020;105;Tornado
71; Kota Mataram;2;;;;144;;35;;;;;;;;;2020;105;Tornado
72; Kota Bima;1;;;;;;8;;;;;;;;;2020;105;Tornado
1; Lombok Barat;1;;;;32255;;;;;;;;;;;2020;106;Drought
2; Lombok Tengah;1;;;;273622;;;;;;;;;;;2020;106;Drought
3; Lombok Timur;1;;;;203571;;;;;;;;;;;2020;106;Drought
4; Sumbawa;1;;;;80765;;;;;;;;;;;2020;106;Drought
5; Dompu;1;;;;51577;;;;;;;;;;;2020;106;Drought
6; Bima;1;;;;39175;;;;;;;;;;;2020;106;Drought
7; Sumbawa Barat;1;;;;10302;;;;;;;;;;;2020;106;Drought
8; Lombok Utara;1;;;;26036;;;;;;;;;;;2020;106;Drought
72; Kota Bima;1;;;;25354;;;;;;;;;;;2020;106;Drought
3; Lombok Timur;2;;;;;;;;;;;;;;;2020;107;Forest Fire
8; Lombok Utara;1;;;;;;;;;;;;;;;2020;107;Forest Fire
4; Sumbawa;1;;;;;;;;;;;;;;;2020;108;Earthquake
5; Dompu;1;;;;;;;1;;;;;;;;2020;108;Earthquake
1; Lombok Barat;4;;;;26095;430;;;;;;;;;;2021;101;Flood
2; Lombok Tengah;4;;;;7690;;;;;;;;;;;2021;101;Flood
3; Lombok Timur;4;;;;1139;;1;;;;;;;;;2021;101;Flood
4; Sumbawa;8;1;1;;14707;;2;;;;;;6;;;2021;101;Flood
5; Dompu;11;;;;21626;360;71;;;1;;;1;;;2021;101;Flood
6; Bima;7;5;;;33708;1620;5710;49;29;25;;30;15;;;2021;101;Flood
8; Lombok Utara;1;;;;77;;;;;;;;;;;2021;101;Flood
71; Kota Mataram;1;;;;8;;;;;;;;;;;2021;101;Flood
72; Kota Bima;6;1;;;4380;;;;;;;;;;;2021;101;Flood
3; Lombok Timur;1;;;;;;2;;;;;;;;;2021;102;Land_Slide
71; Kota Mataram;1;;;;60;;1;;;;;;;;;2021;103;Flood and Land Slide
1; Lombok Barat;1;;;;339;;24;;;;;;;;;2021;105;Tornado
2; Lombok Tengah;1;;;;5;;1;1;;;;;;;;2021;105;Tornado
3; Lombok Timur;1;;;1;250;;50;;;;;;;;;2021;105;Tornado
4; Sumbawa;2;;;;10;;7;;;;;;;;;2021;105;Tornado
5; Dompu;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;Flood
5; Dompu;1;0;0;0;0;10;10;0;0;0;0;0;0;0;0;2022;105;Tornado
1; Sambas;1;;;;870;20;;;;;;;;;;2019;101;Flood
3; Landak;3;1;;;16031;182;1;;;;;;11;;;2019;101;Flood
4; Mempawah;1;;;;2948;;;;;;;;;;;2019;101;Flood
5; Sanggau;4;;;;4317;;8;;;;;;2;;;2019;101;Flood
8; Kapuas Hulu;1;;;;;;;;;;;;;;;2019;101;Flood
9; Sekadau;5;;;;286;2845;1;;;;;;5;;;2019;101;Flood
10; Melawi;1;;;;657;500;4;;;;;;;;;2019;101;Flood
12; Kubu Raya;1;;;;2750;;;;;;;;;;;2019;101;Flood
72; Kota Singkawang;2;;;;80;164;;;;;;;;;;2019;101;Flood
2; Bengkayang;1;3;;;;;11;;;;;;;;;2019;102;Land_Slide
11; Kayong Utara;1;;;;;;1;1;;;;;;;;2019;102;Land_Slide
8; Kapuas Hulu;1;;;;;;1;;;;;;;;;2019;105;Tornado
9; Sekadau;1;;;;48;;10;1;;;;;;;2;2019;105;Tornado
12; Kubu Raya;1;;;;;;93;;1;;;1;;;10;2019;105;Tornado
71; Kota Pontianak;4;;;;30;10;104;1;;;;;;;3;2019;105;Tornado
1; Sambas;1;;;;;;;;;;;;;;;2019;107;Forest Fire
2; Bengkayang;1;;;;;;;;;;;;;;;2019;107;Forest Fire
3; Landak;1;;;;;;;;;;;;;;;2019;107;Forest Fire
4; Mempawah;2;;;;;;;;;;;;;;;2019;107;Forest Fire
5; Sanggau;1;;;;;;;;;;;;;;;2019;107;Forest Fire
6; Ketapang;1;;;;;;;;;;;;;;;2019;107;Forest Fire
7; Sintang;1;;;;;;;;;;;;;;;2019;107;Forest Fire
8; Kapuas Hulu;1;;;;;;;;;;;;;;;2019;107;Forest Fire
9; Sekadau;1;;;;;;;;;;;;;;;2019;107;Forest Fire
10; Melawi;1;;;;;;;;;;;;;;;2019;107;Forest Fire
11; Kayong Utara;1;;;;;;;;;;;;;;;2019;107;Forest Fire
12; Kubu Raya;1;;;;;;;;;;;;;;;2019;107;Forest Fire
72; Kota Singkawang;2;;;;;;;;;;;;;;;2019;107;Forest Fire
1; Sambas;1;;;;940;4248;;;;;;;;;;2020;101;Flood
2; Bengkayang;1;1;;;;;;;;;;;1;;;2020;101;Flood
3; Landak;8;;;;430;13313;;;;;;;6;;;2020;101;Flood
4; Mempawah;4;;;;12260;31829;;;;;;;;;;2020;101;Flood
5; Sanggau;5;;;;84;887;14;1;;;;1;2;;;2020;101;Flood
6; Ketapang;8;;;;14240;2717;1;;;;;;1;;;2020;101;Flood
7; Sintang;4;2;;;127960;9127;91;;;;;;8;;;2020;101;Flood
8; Kapuas Hulu;8;;;;14585;760;;17;;13;;;;;;2020;101;Flood
9; Sekadau;5;;;;1364;110;1;;;;;;;;;2020;101;Flood
10; Melawi;4;;;;800;45719;;;;;;;;;;2020;101;Flood
11; Kayong Utara;1;;;;;924;;;;;;;;;;2020;101;Flood
12; Kubu Raya;1;;;;565;;;;;;;;;;;2020;101;Flood
4; Mempawah;1;;;;;65;2;;;;;;;;;2020;102;Land_Slide
8; Kapuas Hulu;1;;;;;125;;;;;;;;;;2020;102;Land_Slide
10; Melawi;2;;;;10;15;6;;;;;;;;;2020;102;Land_Slide
3; Landak;2;;;;11220;2155;20;;;;;;;;;2020;103;Flood and Land Slide
5; Sanggau;1;;;;;54;;1;;;;;2;;;2020;103;Flood and Land Slide
10; Melawi;1;1;;;88288;955;;;;;;;;;;2020;103;Flood and Land Slide
6; Ketapang;1;;;;;;11;;;;;;;;;2020;104;Abration
2; Bengkayang;1;;;1;;21;124;;;;;;;;;2020;105;Tornado
3; Landak;3;;;;;;45;;;;;;;;;2020;105;Tornado
4; Mempawah;2;;;;;15;6;;;;;;;;;2020;105;Tornado
5; Sanggau;1;;;;;;1;;;;;;;;;2020;105;Tornado
9; Sekadau;1;;;;140;;28;;;;;;1;;;2020;105;Tornado
10; Melawi;1;;;;;;10;;;;;;;;;2020;105;Tornado
71; Kota Pontianak;5;;;;10;;799;1;;;;;;;;2020;105;Tornado
72; Kota Singkawang;4;1;;2;;9;62;;;1;;;;;;2020;105;Tornado
1; Sambas;3;;;;;;;;;;;;;;;2020;107;Forest Fire
4; Mempawah;1;;;;;;;;;;;;;;;2020;107;Forest Fire
71; Kota Pontianak;2;;;;;;;;;;;;;;;2020;107;Forest Fire
2; Bengkayang;8;0;0;0;2052;140;1;1;1;0;0;1;7;0;0;2021;101;Flood
3; Landak;2;;;;2857;32;;;;;;;;;;2021;101;Flood
4; Mempawah;1;;;;45800;342;;;;;;;;;;2021;101;Flood
5; Sanggau;33;0;0;0;115;7039;7;0;0;0;0;0;0;0;0;2021;101;Flood
6; Ketapang;2;;;;10036;;;;;;;;2;;;2021;101;Flood
7; Sintang;1;;;;5425;2634;;;;;;;1;;;2021;101;Flood
8; Kapuas Hulu;6;;;;31005;1681;10;;;;;;1;;;2021;101;Flood
10; Melawi;1;;;;560;;;;;;;;;;;2021;101;Flood
72; Kota Singkawang;1;;;;;11;;;;;;;;;;2021;101;Flood
2; Bengkayang;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2021;102;Land_Slide
5; Sanggau;13;0;0;1;4;30;17;0;0;0;0;0;0;0;0;2021;102;Land_Slide
2; Bengkayang;3;;;;2277;;;;;;;;9;;;2021;103;Flood and Land Slide
11; Kayong Utara;1;1;1;2;24225;;1;;;;;;;;;2021;103;Flood and Land Slide
2; Bengkayang;1;;;;190;;45;;;;;;;;29;2021;104;Abration
2; Bengkayang;2;0;0;0;0;5;1;0;0;0;0;0;0;0;0;2021;105;Tornado
5; Sanggau;7;0;0;0;25;5;56;0;0;0;0;0;0;0;0;2021;105;Tornado
9; Sekadau;1;;;;;;1;;;;;;;;;2021;105;Tornado
10; Melawi;1;;;;;;;;;;;;;;;2021;105;Tornado
72; Kota Singkawang;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;105;Tornado
1; Sambas;1;;;;;;;;;;;;;;;2021;107;Forest Fire
3; Landak;1;;;;;;;;;;;;;;;2021;107;Forest Fire
4; Mempawah;1;;;2;;1;;;;;;;;;;2021;107;Forest Fire
5; Sanggau;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;107;Forest Fire
6; Ketapang;4;;;;;;;;;;;;;;;2021;107;Forest Fire
8; Kapuas Hulu;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;107;Forest Fire
12; Kubu Raya;2;;;;;;;;;;;;;;;2021;107;Forest Fire
8; Kapuas Hulu;1;0;0;0;192;0;192;2;1;3;0;1;0;0;0;2022;101;Flood
72; Kota Singkawang;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;Flood
5; Sanggau;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;Forest Fire
1; Kotawaringin Barat;3;;;;247;;;;;1;;;;;;2019;101;Flood
2; Kotawaringin Timur;3;;;;2445;;;;;;;;;;;2019;101;Flood
3; Kapuas;3;;;;9865;;;6;;2;;1;;;;2019;101;Flood
4; Barito Selatan;1;;;;51;;;;;;;;;;;2019;101;Flood
5; Barito Utara;2;;;;2440;;;6;3;6;;1;7;;1;2019;101;Flood
6; Sukamara;1;;;;17;;1;;;;;;;;;2019;101;Flood
7; Lamandau;3;;;;372;;;1;;1;;2;;;;2019;101;Flood
9; Katingan;1;;;;291;;;11;2;9;;10;;;;2019;101;Flood
10; Pulang Pisau;6;;;;10135;170;;44;10;24;;8;;;;2019;101;Flood
11; Gunung Mas;2;;;;65558;;;;;;;;;;;2019;101;Flood
13; Murung Raya;4;;;;3699;278;;2;;1;;1;1;;1;2019;101;Flood
71; Kota Palangka Raya;1;;;;;;;;;;;;;;;2019;101;Flood
5; Barito Utara;1;;;;12;;3;;;;;;;;;2019;102;Land_Slide
8; Seruyan;2;;;;10;;3;;;;;;;;;2019;102;Land_Slide
1; Kotawaringin Barat;1;;;;;;1;;;;;;;;;2019;105;Tornado
3; Kapuas;6;;;1;37;;51;;;;;;;;;2019;105;Tornado
5; Barito Utara;1;;;;;;;;;;;1;;;;2019;105;Tornado
7; Lamandau;1;;;;;;1;;;;;;;;;2019;105;Tornado
13; Murung Raya;1;;;;;;4;;;1;;;;;4;2019;105;Tornado
1; Kotawaringin Barat;4;;;;;;;;;;;;;;;2019;107;Forest Fire
2; Kotawaringin Timur;3;;;;;;;;;;;;;;;2019;107;Forest Fire
3; Kapuas;1;;;;;;;;;;;;;;;2019;107;Forest Fire
4; Barito Selatan;1;;;;;;;;;;;;;;;2019;107;Forest Fire
5; Barito Utara;5;;;;;;;;;;;;;;;2019;107;Forest Fire
6; Sukamara;2;;;;;;;;;;;;;;;2019;107;Forest Fire
7; Lamandau;2;;;;;;;;;;;;;;;2019;107;Forest Fire
8; Seruyan;2;;;;;;;;;;;;;;;2019;107;Forest Fire
9; Katingan;1;;;;;;;;;;;;;;;2019;107;Forest Fire
10; Pulang Pisau;2;;;;;;;;;;;;;;;2019;107;Forest Fire
11; Gunung Mas;1;;;;;;;;;;;;;;;2019;107;Forest Fire
13; Murung Raya;1;;;;;;;;;;;;;;;2019;107;Forest Fire
71; Kota Palangka Raya;8;;;;;;;;;;;;;;;2019;107;Forest Fire
1; Kotawaringin Barat;14;1;;;46064;136;1;3;1;;;1;8;;;2020;101;Flood
2; Kotawaringin Timur;4;;;;7695;;;;;;;;;;;2020;101;Flood
4; Barito Selatan;4;;;;40792;;;;;;;;1;;;2020;101;Flood
5; Barito Utara;7;;;;14620;;;;;;;;;;;2020;101;Flood
7; Lamandau;6;1;;;28998;5083;;;;;;;;;;2020;101;Flood
8; Seruyan;8;;;;82042;830;;;;;;;;;;2020;101;Flood
9; Katingan;7;1;;;51202;153;;5;1;3;;;;;;2020;101;Flood
10; Pulang Pisau;4;;;;2118;28;;;;;;;;;;2020;101;Flood
11; Gunung Mas;2;3;3;;4811;;;;;;;;;;;2020;101;Flood
13; Murung Raya;6;;;;9534;;;8;13;4;;;4;;;2020;101;Flood
71; Kota Palangka Raya;2;;;;;;;;;;;;;;;2020;101;Flood
1; Kotawaringin Barat;1;3;7;;;;;;;;;;;;;2020;102;Land_Slide
1; Kotawaringin Barat;1;;;;;;4;;;;;;;;;2020;104;Abration
2; Kotawaringin Timur;1;;;1;;;;;;;;;;;;2020;105;Tornado
3; Kapuas;1;;;;4;;;;;;;;;;;2020;105;Tornado
1; Kotawaringin Barat;4;;;;;;;;;;;;;;;2020;107;Forest Fire
2; Kotawaringin Timur;1;;;;;;;;;;;;;;;2020;107;Forest Fire
3; Kapuas;2;;;;;;;;;;;;;;;2020;107;Forest Fire
4; Barito Selatan;2;;;;;;;;;;;;;;;2020;107;Forest Fire
5; Barito Utara;2;;;;;;;;;;;;;;;2020;107;Forest Fire
6; Sukamara;1;;;;;;;;;;;;;;;2020;107;Forest Fire
7; Lamandau;1;;;;;;;;;;;;;;;2020;107;Forest Fire
8; Seruyan;1;;;;;;;;;;;;;;;2020;107;Forest Fire
9; Katingan;2;;;;;;;;;;;;;;;2020;107;Forest Fire
10; Pulang Pisau;1;;;;;;;;;;;;;;;2020;107;Forest Fire
11; Gunung Mas;1;;;;;;;;;;;;;;;2020;107;Forest Fire
12; Barito Timur;1;;;;;;;;;;;;;;;2020;107;Forest Fire
13; Murung Raya;1;;;;;;;;;;;;;;;2020;107;Forest Fire
71; Kota Palangka Raya;2;;;;;;;;;;;;;;;2020;107;Forest Fire
1; Kotawaringin Barat;2;;;;206;;;;;;;;;;;2021;101;Flood
2; Kotawaringin Timur;2;;;;2400;;;;;;;;;;;2021;101;Flood
3; Kapuas;1;;;;33030;;;;;;;;;;;2021;101;Flood
4; Barito Selatan;1;;;;2470;;;;;;;;;;;2021;101;Flood
5; Barito Utara;3;;;;1120;;;1;;1;;1;;;;2021;101;Flood
7; Lamandau;1;;;;340;;;;;;;;;;;2021;101;Flood
9; Katingan;1;;;;;;;;;;;;;;;2021;101;Flood
10; Pulang Pisau;6;;;;7052;;;;;;;;;;;2021;101;Flood
13; Murung Raya;3;;;;425;;5;;;;;;;;;2021;101;Flood
1; Kotawaringin Barat;1;;;;5;;1;;;;;;;;;2021;102;Land_Slide
1; Kotawaringin Barat;3;0;0;0;66;0;23;0;0;0;0;0;0;0;0;2021;104;Abration
10; Pulang Pisau;1;;;;;;;;;;;;;;;2021;104;Abration
1; Kotawaringin Barat;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;107;Forest Fire
5; Barito Utara;1;;;;;;;;;;;;;;;2021;107;Forest Fire
6; Sukamara;2;;;;;;;;;;;;;;;2021;107;Forest Fire
12; Barito Timur;1;;;;;;;;;;;;;;;2021;107;Forest Fire
13; Murung Raya;1;;;;;;;;;;;;;;;2021;107;Forest Fire
71; Kota Palangka Raya;5;;;;;;;;;;;;;;;2021;107;Forest Fire
1; Kotawaringin Barat;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;101;Flood
1; Kotawaringin Barat;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;107;Forest Fire
2; Kota Baru;1;;;;;24;1;;;;;;;;;2019;101;Flood
5; Tapin;6;;;;3331;;;;;;;;1;;1;2019;101;Flood
9; Tabalong;2;;;;91;5;;;;;;;;;;2019;101;Flood
10; Tanah Bumbu;1;;;;16611;;;;;;;;;;;2019;101;Flood
11; Balangan;5;;;;1727;;;;;;;;1;;;2019;101;Flood
71; Kota Banjarmasin;2;;;;9;;;;;;;;;;;2019;101;Flood
72; Kota Banjar Baru;3;;;;250;;;;;;;;;;;2019;101;Flood
2; Kota Baru;4;6;2;1;72;1150;22;;;;;;;;1;2019;102;Land_Slide
3; Banjar;1;5;;;;;;;;;;;;;;2019;102;Land_Slide
6; Hulu Sungai Selatan;1;;;;2;;1;;;;;;;;;2019;102;Land_Slide
11; Balangan;1;;;;;;1;;;;;;;;;2019;102;Land_Slide
72; Kota Banjar Baru;3;7;;7;;;1;;;;;;;;;2019;102;Land_Slide
1; Tanah Laut;1;;;;11;;2;;;;;;;;;2019;104;Abration
10; Tanah Bumbu;1;;;;;;1;;;;;;;;;2019;104;Abration
1; Tanah Laut;8;;;;312;;105;;;1;;;;;;2019;105;Tornado
2; Kota Baru;1;;;;16;;4;;;;;;;;;2019;105;Tornado
3; Banjar;16;;;;677;;218;;;2;;;;;;2019;105;Tornado
4; Barito Kuala;7;;;;318;15;93;;;;;;;;;2019;105;Tornado
5; Tapin;5;;;;21;;6;1;;1;;1;1;;;2019;105;Tornado
6; Hulu Sungai Selatan;4;;;;7;;5;;;;;1;;;;2019;105;Tornado
8; Hulu Sungai Utara;2;;;;119;;24;2;;;;;;;;2019;105;Tornado
9; Tabalong;2;;;2;3;;1;;;;;;;;;2019;105;Tornado
10; Tanah Bumbu;3;;;1;;;6;;;;;;;;;2019;105;Tornado
11; Balangan;5;;;;19;;11;;;;;;;;;2019;105;Tornado
71; Kota Banjarmasin;4;;;;23;22;7;;;;;;;;;2019;105;Tornado
72; Kota Banjar Baru;2;;;;9;;2;;;;;;;;;2019;105;Tornado
1; Tanah Laut;1;;;;;;;;;;;;;;;2019;106;Drought
11; Balangan;1;;;;3820;;;;;;;;;;;2019;106;Drought
1; Tanah Laut;13;;;;;;;;;;;;;;;2019;107;Forest Fire
2; Kota Baru;4;;;;;;;;;;;;;;;2019;107;Forest Fire
3; Banjar;9;;;;8;;;;;;;;;;;2019;107;Forest Fire
4; Barito Kuala;2;;;;;;;;;;;;;;;2019;107;Forest Fire
5; Tapin;7;;;;;;;;;;;;;;;2019;107;Forest Fire
